address,duplicate_address,code geographique,nom du territoire,CUBF,serial_number,lin_dim,area,max_num_floor,construction year,year_real_esti,floor_area,code_phys_conn,type_const,num_dwell,num_rental,num_non_res,value_prop,code_arrondissement,nom_arrondissement
place des ANCOLIES,9999,73010,Sainte-Thérèse,7611,7756 23 3081,9999.0,1835.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,27500,9999,9999
rue ALDÉRIC-HUOT,9999,73010,Sainte-Thérèse,7611,7756 73 4575,150.89,9119.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,377900,9999,9999
100 rue DUQUET,9999,73010,Sainte-Thérèse,7424,7855 09 8646 016,9999.0,9999.0,1,9999,9999,540.3,9999,9999,9999,9999,1,1030500,9999,9999
60 rue TURGEON,9999,73010,Sainte-Thérèse,7219,7855 33 2069,24.5,649.6,1,9999,9999,395.3,2,9999,9999,9999,1,524700,9999,9999
103 105 rue TURGEON,9999,73010,Sainte-Thérèse,7219,7855 52 0235,27.46,971.9,1,9999,9999,9999.0,9999,9999,1,9999,2,489300,9999,9999
71 rue DUBOIS,9999,73010,Sainte-Thérèse,7425,7855 74 4919,75.06,5449.7,1,1956,R,1639.7,1,9999,9999,9999,2,499400,9999,9999
rue des TILLEULS,9999,73010,Sainte-Thérèse,7611,7857 82 4458,53.32,6437.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,395900,9999,9999
rue des TILLEULS,9999,73010,Sainte-Thérèse,7611,7857 83 7368,127.36,7789.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,479100,9999,9999
boulevard DESJARDINS EST,9999,73010,Sainte-Thérèse,7611,7954 09 1628,15.55,3755.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,420400,9999,9999
rue LIBERSAN,9999,73010,Sainte-Thérèse,7611,7956 04 1271,81.46,4709.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,689400,9999,9999
rue du RUISSEAU,9999,73010,Sainte-Thérèse,7611,7956 18 3049,77.89,2145.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,69100,9999,9999
rue du RUISSEAU,9999,73010,Sainte-Thérèse,7611,7956 19 2739,74.93,1194.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,55300,9999,9999
rue du RUISSEAU,9999,73010,Sainte-Thérèse,7611,7956 29 2653,250.44,38844.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,1065800,9999,9999
431 boulevard du DOMAINE,9999,73010,Sainte-Thérèse,7429,7956 56 1569,176.3,20880.6,1,2013,R,275.4,1,9999,9999,9999,1,3260900,9999,9999
rue JACQUES-LAVIGNE,9999,73010,Sainte-Thérèse,7611,7956 64 9884,18.05,2546.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,145700,9999,9999
rue JACQUES-LAVIGNE,9999,73010,Sainte-Thérèse,7611,7956 84 1753,9.56,655.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,78700,9999,9999
319 route 299,9999,5077,Cascapédia—Saint-Jules,7219,0147 44 4348,48.46,2443.9,1,9999,9999,9999.0,9999,9999,9999,9999,2,113800,9999,9999
30 route 132,9999,5077,Cascapédia—Saint-Jules,7424,9941 89 7434,94.32,6094.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,148900,9999,9999
75 route GALLAGHER,9999,5077,Cascapédia—Saint-Jules,7219,9947 10 5664,349.86,31077.9,1,9999,9999,9999.0,9999,9999,9999,9999,3,935500,9999,9999
rue du PARC,9999,53040,Saint-Roch-de-Richelieu,7422,3083 67 8616,82.31,67500.0,1,1980,R,219.5,1,9999,9999,9999,1,178900,9999,9999
510 rue PRINCIPALE,9999,53040,Saint-Roch-de-Richelieu,7424,3183 25 5490,15.98,937.0,1,2006,R,142.8,1,1,9999,9999,1,151000,9999,9999
878 rue SAINT-PIERRE,9999,53040,Saint-Roch-de-Richelieu,7219,3183 56 0052,22.27,705.4,1,1968,R,211.9,1,9999,9999,9999,1,83200,9999,9999
316 rue du Frère-Dominique,9999,50072,Nicolet,7451,7321 78 4603,100.66,24187.9,1,1980,R,9999.0,9999,9999,9999,9999,2,4089800,9999,9999
rue Pierre-Laviolette,9999,50072,Nicolet,7290,7321 83 3420,36.81,49366.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,543500,9999,9999
3030 3032 boulevard Louis-Fréchette,9999,50072,Nicolet,7425,7523 10 7335,42.98,3838.2,1,2014,R,489.6,1,9999,9999,9999,2,733000,9999,9999
rue Jean-Marie-Rousseau,9999,26015,Vallée-Jonction,7422,7237 01 0560,370.98,54376.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,351600,9999,9999
259 rue Jean-Marie-Rousseau,9999,26015,Vallée-Jonction,7424,7237 03 1482,44.69,5118.6,2,2007,R,1221.9,1,9999,9999,9999,1,2322700,9999,9999
7 rue de l' HOTEL DE VILLE,9999,6045,Matapédia,7239,4515 50 6493,52.26,1537.0,1,1940,R,336.6,1,9999,9999,9999,1,198200,9999,9999
17E AVENUE,9999,70022,Beauharnois,7611,6919 54 9552,64.22,5042.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,91700,9999,9999
864 boulevard CADIEUX,9999,70022,Beauharnois,7433,7517 59 4672,60.01,10676.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,3990400,9999,9999
866 boulevard CADIEUX,9999,70022,Beauharnois,7451,7517 68 5017,12.06,45219.7,1,9999,9999,3055.6,1,9999,9999,9999,1,2728900,9999,9999
600 rue ELLICE,9999,70022,Beauharnois,7424,7519 32 3459,112.39,28076.9,9999,9999,9999,9999.0,9999,9999,9999,9999,1,6302900,9999,9999
rue SAINT-LAURENT,9999,70022,Beauharnois,7424,7519 56 0916,85.47,9490.3,1,1939,R,9999.0,9999,9999,9999,9999,1,1210300,9999,9999
358 boulevard de MAPLE GROVE,9999,70022,Beauharnois,7425,7519 97 5553,65.84,8063.5,1,1810,R,393.2,1,4,9999,9999,1,566200,9999,9999
183 chemin de la BEAUCE,9999,70022,Beauharnois,7424,7619 10 7211,21.95,1822.7,2,1958,R,9999.0,9999,9999,9999,9999,1,309200,9999,9999
3 rue CHAREST,9999,70022,Beauharnois,7425,7619 36 9127,16.15,982.9,1,1960,R,574.6,1,9999,9999,9999,2,388500,9999,9999
rue des CÈDRES,9999,70022,Beauharnois,7422,7619 84 6760,207.31,18805.2,1,1987,R,30.1,1,9999,9999,9999,1,684800,9999,9999
33 rue du CENTRE RÉCRÉATIF,9999,84060,Fort-Coulonge,7451,8677 02 4446,39.79,9419.0,1,1967,R,9999.0,9999,9999,9999,9999,1,1211400,9999,9999
539 à rue BAUME,9999,84060,Fort-Coulonge,7219,8678 30 7342,9.45,588.1,2,9999,9999,226.9,1,5,1,9999,1,92300,9999,9999
rue DUMAS,9999,30080,Lac-Drolet,7423,7764 51 1987,9999.0,10905.9,9999,9999,9999,9999.0,1,9999,9999,9999,9999,79200,9999,9999
rue PRINCIPALE,9999,30080,Lac-Drolet,7422,7764 62 8835,9999.0,613.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,5100,9999,9999
694 rue PRINCIPALE,9999,30080,Lac-Drolet,7423,7764 64 7078,22.56,5961.5,1,1998,R,91.6,1,9999,9999,9999,1,185300,9999,9999
chemin de l' ILE-DU-REPOS,9999,92010,Péribonka,7424,0401 54 3679,210.74,37942.5,2,9999,9999,9999.0,9999,9999,9999,9999,1,717500,9999,9999
312 rue VILLENEUVE,9999,92010,Péribonka,7219,9004 93 9614,21.64,659.5,1,1983,R,121.6,1,1,9999,9999,1,87900,9999,9999
rue VILLENEUVE,9999,92010,Péribonka,7424,9104 03 5669,27.23,25785.2,1,1970,E,111.5,1,1,9999,9999,1,99000,9999,9999
3467 chemin ROYAL,9999,20005,Saint-François-de-l'Île-d'Orléans,7423,8007 56 8332,15.24,23207.5,1,9999,9999,9999.0,9999,9999,1,9999,9999,255200,9999,9999
89 chemin de l' ETANG-FULLERTON,9999,45030,Potton,7611,8894 23 2102,1547.72,1803502.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,789400,9999,9999
302 à 302 B rue PRINCIPALE,9999,45030,Potton,7424,9290 17 0827,36.28,2084.0,3,1820,R,380.0,1,5,9999,9999,2,226100,9999,9999
15 rue MILL,9999,45030,Potton,7399,9290 27 3022,40.45,568.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,18900,9999,9999
364 rue PRINCIPALE,9999,45030,Potton,7423,9291 24 2760,66.29,60200.0,1,2007,R,115.5,1,9999,9999,9999,1,252700,9999,9999
74 chemin ALPHONSE-ROUILLARD,9999,45030,Potton,7399,9295 80 7754,11.7,518000.0,1,9999,9999,9999.0,1,9999,9999,9999,1,375100,9999,9999
chemin SOPALA,9999,45030,Potton,7611,9301 25 2166,125.2,68800.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin des MESANGES,9999,45030,Potton,7611,9592 63 9063,138.56,8925.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
241 chemin de VALE PERKINS,9999,45030,Potton,7425,9593 60 5111,372.93,134768.6,1,1978,R,321.6,1,4,1,9999,1,337700,9999,9999
chemin des OSTRYERS,9999,45030,Potton,7611,9598 73 8546,129.21,1478.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin BOMBARDIER,9999,45030,Potton,7611,9694 11 2967,55.2,1256.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin des OSTRYERS,9999,45030,Potton,7611,9698 13 8511,243.37,17389.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue Dallaire,9999,94210,L'Anse-Saint-Jean,7433,2036 27 6935,89.69,3253.7,1,9999,9999,9999.0,9999,9999,9999,9999,1,42100,9999,9999
chemin Saint-Thomas Nord,9999,94210,L'Anse-Saint-Jean,7611,2345 82 7309,9999.0,261600.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,19100,9999,9999
359 rue Saint-Jean-Baptiste,9999,94210,L'Anse-Saint-Jean,7444,2845 60 3964,111.12,1318.0,1,2002,R,37.4,1,9999,9999,9999,1,62000,9999,9999
rue des MAISONS- DE- BOIS,9999,34105,Sainte-Christine-d'Auvergne,7499,2390 47 7348,169.38,8534.2,1,2020,R,311.1,1,4,9999,9999,1,513200,9999,9999
1270 chemin GUÉRETTE,9999,13095,Pohénégamook,7424,0058 88 6852,88.36,2463.3,1,1932,R,346.8,1,9999,1,9999,1,87000,9999,9999
465 rue de la FABRIQUE,9999,13095,Pohénégamook,7423,0657 09 3053,138.04,15195.1,1,2014,R,21.4,1,1,9999,9999,1,46500,9999,9999
524 rue de la FABRIQUE,9999,13095,Pohénégamook,7239,0658 42 9531,22.86,1294.6,1,1964,R,556.3,1,9999,9999,9999,3,373600,9999,9999
538 rue de la COLLINE,9999,13095,Pohénégamook,7423,0658 62 2843,64.62,8035.0,1,1983,R,194.2,1,9999,9999,9999,1,174800,9999,9999
4014 rue PRINCIPALE,9999,13095,Pohénégamook,7419,8668 02 7050,134.62,18278.5,1,1970,R,157.9,1,1,9999,9999,1,58300,9999,9999
56 chemin de la TÊTE-DU-LAC,9999,13095,Pohénégamook,7611,9565 49 4879,9999.0,9999.0,1,2014,R,291.9,1,9999,9999,9999,1,917000,9999,9999
rue SAINT-LAURENT,9999,13095,Pohénégamook,7611,9661 58 7442,30.74,6071.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,28500,9999,9999
481 rue de l' ÉGLISE,9999,13095,Pohénégamook,7219,9661 67 5168,22.15,1345.0,2,1925,R,1037.0,1,9999,9999,9999,1,289900,9999,9999
1942 rue SAINT-LAURENT,9999,13095,Pohénégamook,7424,9662 50 0813,75.95,28338.0,1,1998,R,220.7,1,1,9999,9999,1,406600,9999,9999
1723 chemin GUÉRETTE,9999,13095,Pohénégamook,7499,9861 75 5763,1162.84,723103.2,1,1980,R,9999.0,9999,9999,9999,9999,1,1311300,9999,9999
chemin GUÉRETTE,9999,13095,Pohénégamook,7499,9965 74 8718,9999.0,3495.0,1,2006,R,156.0,1,9999,9999,9999,1,63100,9999,9999
115 rue Principale,9999,87025,Palmarolle,7219,2691 86 5619,10.18,402.3,1,1956,R,215.3,1,1,9999,9999,1,98700,9999,9999
124 rue Principale,9999,87025,Palmarolle,7219,2691 97 5219,17.07,1723.7,2,1940,R,1220.2,1,5,9999,9999,1,327500,9999,9999
71 6e Avenue O,9999,87025,Palmarolle,7222,2692 50 9326,209.77,14419.7,1,1982,R,2423.6,1,1,9999,9999,1,1111200,9999,9999
rue Principale,9999,87025,Palmarolle,7611,2692 95 9340,53.21,15957.3,1,1975,R,4.5,1,1,9999,9999,1,28200,9999,9999
2028 rang de la Rivière,9999,26063,Saint-Isidore,7229,5556 28 8161,229.01,27034.5,1,2016,R,963.8,1,9999,9999,9999,1,1053000,9999,9999
126 rue Saint-Joseph,9999,26063,Saint-Isidore,7424,5960 47 1997,67.04,4357.4,1,1927,R,136.6,1,1,9999,9999,1,308600,9999,9999
101 rue des Aigles,9999,26063,Saint-Isidore,7424,5960 47 7124,21.49,5116.0,1,2010,R,1433.4,1,9999,9999,9999,2,3621000,9999,9999
route Coulombe,9999,26063,Saint-Isidore,7229,5960 97 0725,9999.0,22463.0,1,2010,R,9999.0,9999,9999,9999,9999,1,155500,9999,9999
route Coulombe,9999,26063,Saint-Isidore,7239,5960 98 1038,157.36,5921.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,367800,9999,9999
130 route Coulombe,9999,26063,Saint-Isidore,7222,5960 98 3604,9999.0,3571.2,2,1979,R,2627.9,1,9999,9999,9999,1,3137600,9999,9999
142 route Coulombe,9999,26063,Saint-Isidore,7399,6060 07 9579,45.72,2090.3,1,1979,R,172.5,1,1,9999,9999,2,274500,9999,9999
rue des NOYERS,9999,50005,Sainte-Eulalie,7229,0108 19 5669,29.11,8595.4,1,9999,9999,9999.0,1,9999,9999,9999,1,146800,9999,9999
739 rue des BOULEAUX,9999,50005,Sainte-Eulalie,7424,0108 29 2053,77.0,4766.8,1,9999,9999,9999.0,9999,9999,9999,9999,1,689500,9999,9999
rue des NOYERS,9999,50005,Sainte-Eulalie,7422,0108 29 7205,64.92,3031.0,9999,9999,9999,9999.0,9999,9999,9999,9999,1,69000,9999,9999
775 route FLAVIE-DRAPEAU,9999,9085,Sainte-Flavie,7290,5186 10 4103,158.24,18128.6,1,1986,R,611.2,1,9999,9999,9999,1,549900,9999,9999
506 route de la MER,9999,9085,Sainte-Flavie,7611,5186 01 0865,83.96,4001.3,1,2019,E,20.3,1,1,9999,9999,9999,100500,9999,9999
100 avenue du PARC,9999,46090,Brigham,7423,5612 13 0132,38.69,23276.6,1,1976,E,255.0,1,1,9999,9999,1,376400,9999,9999
route 139,9999,46090,Brigham,7611,6112 13 3475,185.4,8644.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,10900,9999,9999
281 10E AVENUE,9999,61040,Saint-Ambroise-de-Kildare,7422,0205 72 2703,145.67,21851.8,9999,1993,R,9999.0,1,9999,9999,9999,9999,346100,9999,9999
740 750 rue PRINCIPALE,9999,61040,Saint-Ambroise-de-Kildare,7219,9904 95 3895,47.73,212309.5,1,1966,R,494.7,1,9999,9999,9999,2,1216400,9999,9999
181 rue de la SALLE,9999,37210,Batiscan,7424,0051 26 8865,141.25,42705.7,2,1966,R,1390.6,1,9999,9999,9999,1,557200,9999,9999
239 boulevard MARIE-VICTORIN,9999,58033,Boucherville,7499,0750 86 6086,70.04,2356.5,2,2010,R,460.5,1,9999,9999,9999,1,1348900,9999,9999
314 boulevard MARIE-VICTORIN,9999,58033,Boucherville,7290,0850 19 3192,170.14,31373.6,1,1844,R,199.4,1,9999,9999,9999,1,5820900,9999,9999
372 rue SAMUEL-DE CHAMPLAIN,9999,58033,Boucherville,7499,0850 68 8327,13.61,2834.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,462000,9999,9999
490 chemin du LAC,9999,58033,Boucherville,7432,0851 95 2013,9999.0,122670.6,1,1966,R,9999.0,9999,9999,9999,9999,1,42010900,9999,9999
566 boulevard MARIE-VICTORIN,9999,58033,Boucherville,7424,0852 25 3251,47.43,2241.3,3,1896,R,837.2,1,9999,9999,9999,1,903800,9999,9999
31 rue PIERRE-BOUCHER,9999,58033,Boucherville,7424,0852 42 0869,34.34,2859.2,1,1961,R,346.6,1,9999,9999,9999,1,1849200,9999,9999
670 rue LE LABOUREUR,9999,58033,Boucherville,7424,0852 59 4357,55.32,1369.0,2,2003,R,109.1,1,9999,9999,9999,1,538600,9999,9999
565 boulevard de MORTAGNE,9999,58033,Boucherville,7451,0950 95 1141 001 0001,109.95,520.64,1,1985,R,9999.0,9999,9999,9999,9999,1,68600,9999,9999
565 boulevard de MORTAGNE,9999,58033,Boucherville,7451,0950 95 1141 001 0002,109.95,780.97,1,1985,R,9999.0,9999,9999,9999,9999,1,102300,9999,9999
565 boulevard de MORTAGNE,9999,58033,Boucherville,7451,0950 95 1141 001 0003,109.95,811.59,1,1985,R,9999.0,9999,9999,9999,9999,1,105300,9999,9999
565 boulevard de MORTAGNE,9999,58033,Boucherville,7451,0950 95 1141 001,109.95,33042.5,1,1985,R,9999.0,9999,9999,9999,9999,3,24675800,9999,9999
540 chemin du LAC,9999,58033,Boucherville,7219,0951 07 5317,78.2,5063.9,1,2001,R,9999.0,9999,9999,9999,9999,1,1684200,9999,9999
669 chemin du LAC,9999,58033,Boucherville,7424,0952 23 6467,43.41,2130.8,1,1961,R,856.2,2,9999,9999,9999,1,1677600,9999,9999
1053 1075 rue LIONEL-DAUNAIS,1075 rue LIONEL-DAUNAIS,58033,Boucherville,7239,1050 40 3815,210.42,132080.3,2,2001,R,2576.1,1,9999,9999,9999,2,15561500,9999,9999
740 790 rue DE MONTBRUN,9999,58033,Boucherville,7433,1051 09 8122,31.84,635.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
1601 boulevard DE MONTARVILLE,9999,58033,Boucherville,7222,1247 35 2559,61.75,39229.5,1,1974,R,9999.0,9999,9999,9999,9999,1,4538100,9999,9999
239 chemin PRINCIPAL,9999,96030,Pointe-aux-Outardes,7424,4041 38 2530,71.57,18954.5,1,1955,R,9999.0,9999,9999,9999,9999,1,408500,9999,9999
493 chemin PRINCIPAL,9999,96030,Pointe-aux-Outardes,7419,3838 71 1151,219.46,29111.9,1,1968,R,9999.0,9999,9999,9999,9999,1,340200,9999,9999
55 rue du CARREFOUR-SPORTIF,9999,7047,Amqui,7424,0969 42 8671,149.65,8345.9,1,9999,9999,9999.0,9999,9999,9999,9999,1,4411000,9999,9999
51 rue du CARREFOUR-SPORTIF,9999,7047,Amqui,7451,0969 43 3073,80.92,29542.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,4956000,9999,9999
20 promenade MARCEL-RIOUX,9999,7047,Amqui,7239,0969 73 4445,230.01,39674.2,1,1967,R,650.8,1,9999,9999,9999,1,965300,9999,9999
62 rue du PONT,9999,7047,Amqui,7425,0969 97 2626,20.14,1038.1,2,1920,R,518.1,1,9999,9999,9999,1,103100,9999,9999
100 rue des Loisirs,9999,71020,Saint-Polycarpe,7451,4118 32 6056,87.54,32449.1,1,1981,R,2983.3,1,9999,9999,9999,1,3068100,9999,9999
124 126 rue du Parc,9999,71020,Saint-Polycarpe,7424,4118 33 2563,117.29,41817.0,1,1976,R,405.0,1,9999,9999,9999,1,1462000,9999,9999
chemin SAINT-FRANCOIS,9999,51070,Saint-Mathieu-du-Parc,7611,4468 53 7650,9999.0,1356500.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,692600,9999,9999
1981 chemin des PIONNIERS,9999,51070,Saint-Mathieu-du-Parc,7219,4661 42 1032,46.11,3178.4,1,1983,R,189.5,1,1,9999,9999,1,179000,9999,9999
50 chemin du LAC-GOULET,9999,51070,Saint-Mathieu-du-Parc,7611,4764 23 1833,531.69,671690.0,2,1973,R,9999.0,9999,9999,9999,9999,1,1811000,9999,9999
1791 chemin PRINCIPAL,9999,51070,Saint-Mathieu-du-Parc,7424,4959 04 2210,19.41,914.2,1,1948,R,121.8,1,4,9999,9999,1,66200,9999,9999
520 522 chemin DEZIEL,9999,51070,Saint-Mathieu-du-Parc,7424,4959 06 9062,161.54,24655.3,1,9999,9999,379.1,1,9999,9999,9999,1,679100,9999,9999
394 rue MICHAUD,9999,11040,Trois-Pistoles,7499,0332 10 6420,22.86,725.4,1,1953,E,99.7,1,1,9999,9999,1,60200,9999,9999
104 rue ROY,9999,11040,Trois-Pistoles,7424,0332 41 6183,98.33,46079.7,1,1946,R,9999.0,9999,9999,9999,9999,1,8184100,9999,9999
363 rue VÉZINA,9999,11040,Trois-Pistoles,7239,0332 44 7747,21.94,570.7,1,1972,R,325.6,1,9999,9999,9999,1,85300,9999,9999
371 rue PAPINEAU,9999,80037,Papineauville,7425,1953 79 7883,42.73,4224.2,1,2008,R,693.2,1,9999,9999,9999,1,858000,9999,9999
378 à la rue PAPINEAU,9999,80037,Papineauville,7222,1954 62 5034,10.0,6029.5,1,1986,R,4043.6,1,9999,9999,9999,1,2498400,9999,9999
188 rue JEANNE-D'ARC,9999,80037,Papineauville,7239,2054 33 9016,78.29,6310.4,3,1950,R,1034.1,1,9999,9999,9999,2,528200,9999,9999
1081 chemin de la ROUGE,9999,80037,Papineauville,7611,2463 03 7540,1002.22,2822261.7,1,1845,R,9999.0,9999,9999,9999,9999,2,906700,9999,9999
place de NORMANDIE,9999,99015,Matagami,7611,2313 49 8068,61.54,5200.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,38100,9999,9999
rue BERNARD,9999,99015,Matagami,7421,2313 66 4558,31.42,1697.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,11900,9999,9999
30 rue CAVELIER,9999,99015,Matagami,7424,2314 60 2513,142.88,24521.5,1,1972,R,334.0,1,9999,9999,9999,7,5494200,9999,9999
10 rue GALINEE,9999,99015,Matagami,7219,2314 71 6320,20.21,835.6,1,1973,R,174.8,2,9999,9999,9999,1,46200,9999,9999
rue DUMAS,9999,99015,Matagami,7611,2414 22 4703,30.81,101988.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,33800,9999,9999
rue du PAVILLON,9999,54025,Sainte-Madeleine,7611,3650 23 3174,44.41,2076.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,149900,9999,9999
100 rue BERNARD,9999,54025,Sainte-Madeleine,7424,3650 97 6125,152.1,26266.7,1,1985,R,80.6,1,1,9999,9999,1,792500,9999,9999
3085 2E RUE NORD,9999,93065,L'Ascension-de-Notre-Seigneur,7219,1895 56 1836,45.72,2333.0,1,1985,R,167.2,1,9999,9999,9999,1,156100,9999,9999
1010 1E RUE EST,9999,93065,L'Ascension-de-Notre-Seigneur,7222,1895 74 2982,15.24,3285.1,1,9999,9999,9999.0,9999,9999,9999,9999,1,2534800,9999,9999
443 rue de l' ECOLE,9999,32023,Sainte-Sophie-d'Halifax,7423,1112 18 3411,820.98,85697.6,9999,9999,9999,9999.0,9999,9999,9999,9999,1,68800,9999,9999
10 rue de l' EGLISE,9999,32023,Sainte-Sophie-d'Halifax,7424,1113 53 0543,34.86,544.1,1,1984,R,223.2,1,9999,9999,9999,2,201300,9999,9999
210 rue Hayward,9999,12072,Rivière-du-Loup,7611,7401 43 4504 0001,92.01,4850.7,1,9999,9999,9999.0,9999,9999,9999,9999,1,121800,9999,9999
65 rue de l' Ancrage,9999,12072,Rivière-du-Loup,7424,7502 50 2226,9999.0,5429.8,3,9999,9999,9999.0,9999,9999,9999,9999,1,501600,9999,9999
21 boulevard Cartier,9999,12072,Rivière-du-Loup,7233,7502 98 4432,253.6,15747.0,1,1989,R,412.4,1,1,9999,9999,1,402400,9999,9999
80 rue Mackay,9999,12072,Rivière-du-Loup,7611,7503 91 4332,1301.9,78178.2,1,1996,R,158.7,1,9999,9999,9999,1,1162800,9999,9999
9 rue Ernest-Paradis,9999,12072,Rivière-du-Loup,7425,7598 53 6746,20.07,8124.7,1,2009,R,1255.3,1,9999,9999,9999,1,1403800,9999,9999
9 rue des Épinettes,9999,12072,Rivière-du-Loup,7611,7599 95 6814,27.1,733.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,61500,9999,9999
11 rue Wilfrid-Laurier,9999,12072,Rivière-du-Loup,7421,7601 99 8876,197.74,12129.3,1,9999,9999,229.2,1,9999,9999,9999,1,493700,9999,9999
232 rue Fraserville,9999,12072,Rivière-du-Loup,7424,7697 41 2681,47.13,7186.0,1,1980,R,55.4,1,1,9999,9999,1,85900,9999,9999
75 85 rue Frontenac,9999,12072,Rivière-du-Loup,7222,7699 80 7822,273.55,44297.4,1,9999,9999,9999.0,9999,9999,9999,9999,1,19835200,9999,9999
20 chemin des Scouts,9999,12072,Rivière-du-Loup,7452,7699 90 6018,20.0,4122.7,1,2018,R,978.9,9999,9999,9999,9999,1,3290400,9999,9999
97 rue Delage,9999,12072,Rivière-du-Loup,7425,7798 84 6007,89.28,6807.0,1,1986,R,917.7,1,9999,9999,9999,1,620600,9999,9999
15 rue Frontenac,9999,12072,Rivière-du-Loup,7424,7799 24 1895,41.4,1885.6,1,1980,R,494.6,1,9999,9999,9999,2,467900,9999,9999
parc du Platin,9999,12072,Rivière-du-Loup,7611,7799 59 1172,9999.0,530339.3,1,1996,R,37.2,1,9999,9999,9999,1,488100,9999,9999
16 rue Vézina,9999,12072,Rivière-du-Loup,7424,7799 91 4566,36.5,1337.76,1,1981,R,103.7,1,1,9999,9999,1,186500,9999,9999
1515 rue des LAURENTIDES,9999,64015,Mascouche,7422,9070 72 0725,103.1,11351.5,9999,1990,R,9999.0,9999,9999,9999,9999,9999,144400,9999,9999
352 chemin PINCOURT,9999,64015,Mascouche,7611,9167 40 2717,92.27,9999.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,413300,9999,9999
1747 avenue GARDEN,9999,64015,Mascouche,7424,9365 17 2559,60.96,1858.0,1,1952,R,92.8,1,1,9999,9999,1,225300,9999,9999
1398 boulevard RAYMOND,9999,64015,Mascouche,7611,9367 13 4926,58.0,2094.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,184900,9999,9999
1565 montée du DOMAINE,9999,64015,Mascouche,7424,9369 74 6463,455.27,75572.8,1,1990,R,160.7,1,9999,9999,9999,1,864000,9999,9999
1307 rue MOORECREST,9999,64015,Mascouche,7611,9468 05 1290,152.5,5372.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,206900,9999,9999
PARC RUE CRESCENT,9999,64015,Mascouche,7611,9468 33 6151,52.99,1208.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,45300,9999,9999
2205 chemin SAINTE-MARIE,9999,64015,Mascouche,7432,9468 85 2751,137.53,21068.9,1,2019,9999,3720.5,1,9999,9999,9999,3,13135500,9999,9999
2101 rue BELANGER,9999,64015,Mascouche,7611,9471 61 6725,119.73,7444.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,119300,9999,9999
2564 rue VERLAINE,9999,64015,Mascouche,7611,9567 59 8787,46.54,19830.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,940900,9999,9999
chemin SAINTE-MARIE,9999,64015,Mascouche,7611,9568 60 4996,43.86,3324.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,311300,9999,9999
2465 chemin SAINTE-MARIE,9999,64015,Mascouche,7219,9568 61 5959,45.77,1462.6,1,1981,E,119.3,1,9999,9999,9999,1,429500,9999,9999
657 rue BRIEN,9999,64015,Mascouche,7611,9666 81 1402,49.24,2365.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,476500,9999,9999
